MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,WEATHER_DELAY,LATE_AIRCRAFT_DELAY,CARRIER_DELAY,DELAYED
8,24,3,UA,SFO,ORD,2295,8,0,0,0,0
2,12,7,AS,DFW,SFO,2358,4,0,0,0,0
6,11,6,SW,JFK,SEA,1830,0,0,0,0,0
3,21,7,UA,SEA,SFO,2341,23,0,0,21,1
6,11,6,UA,DEN,SFO,1619,6,0,0,0,0
12,19,5,WN,SEA,LAX,753,27,0,30,0,1
4,6,4,AA,LAX,ATL,1938,47,0,50,0,1
2,9,5,DL,LAX,SEA,1596,0,0,0,0,0
3,17,7,DL,ATL,LAX,1461,3,0,0,0,0
9,15,2,AS,ORD,SFO,1870,4,0,0,0,0
6,16,5,DL,LAX,DEN,1261,0,0,0,0,0
9,27,7,DL,SFO,ORD,1921,10,0,0,0,0
5,1,7,WN,DEN,SFO,947,43,0,0,35,1
7,8,2,AS,SEA,JFK,1549,83,0,80,0,1
5,21,6,SW,DEN,DFW,770,9,0,0,0,0
10,15,3,AS,JFK,LAX,1313,13,3,0,6,0
5,5,6,WN,ATL,ORD,369,4,0,0,0,0
8,12,4,AS,ATL,DFW,328,22,0,0,25,1
9,16,2,DL,DEN,JFK,1562,40,0,31,0,1
4,24,1,DL,JFK,SFO,384,4,0,0,0,0
6,6,6,AS,ATL,SEA,2251,1,0,0,0,0
6,2,7,AS,DFW,ATL,966,15,0,0,17,0
7,26,2,AA,ATL,SFO,1946,2,0,0,0,0
3,16,1,AS,SFO,JFK,245,39,41,0,0,1
3,16,2,UA,SFO,JFK,1796,47,0,48,0,1
5,2,4,AS,JFK,DEN,1207,6,0,0,0,0
6,24,4,UA,ORD,ATL,2175,6,0,0,0,0
8,1,7,AS,SEA,SFO,759,2,0,0,0,0
6,24,1,AS,SEA,LAX,2146,23,0,0,18,1
7,21,3,AA,LAX,SFO,273,74,60,4,0,1
4,4,1,SW,SEA,SFO,2006,6,0,0,0,0
4,20,6,AA,ATL,ORD,2012,0,0,0,0,0
6,18,6,WN,SFO,JFK,238,8,0,0,4,0
2,7,5,AA,LAX,SEA,946,2,0,0,0,0
10,21,2,SW,SEA,SFO,432,8,0,0,0,0
2,6,7,DL,SEA,DEN,1382,6,0,0,0,0
6,18,3,UA,SEA,JFK,1763,1,0,0,0,0
7,25,5,AS,DEN,ORD,1853,4,0,0,0,0
10,1,5,DL,DEN,ATL,1230,3,0,0,0,0
9,17,5,SW,ORD,ATL,154,2,0,0,0,0
4,9,7,UA,LAX,SFO,1637,30,0,0,20,1
3,16,7,AS,LAX,SFO,1230,59,51,0,3,1
6,27,4,WN,LAX,JFK,928,7,0,0,0,0
1,10,5,AA,SFO,DEN,2313,0,0,0,0,0
11,24,4,WN,LAX,ORD,1769,15,0,0,5,0
10,24,1,SW,SEA,ORD,348,0,0,0,0,0
8,18,2,WN,SEA,SFO,2340,2,0,0,0,0
4,3,3,WN,SFO,SEA,2359,43,42,0,0,1
6,12,5,AS,ATL,JFK,1248,9,0,0,0,0
10,5,4,AA,DFW,LAX,1531,5,0,0,3,0
10,5,7,UA,ATL,DFW,455,1,0,0,0,0
4,18,5,UA,JFK,DEN,578,0,0,0,0,0
5,6,1,UA,DFW,JFK,1111,86,41,0,42,1
11,28,6,UA,LAX,ATL,1198,7,0,0,0,0
9,23,1,UA,JFK,SEA,2177,7,12,0,0,0
1,8,5,UA,SFO,DFW,1611,91,0,87,0,1
4,17,3,AA,DEN,DFW,120,5,0,0,0,0
7,22,2,AA,SEA,DEN,931,4,0,0,0,0
10,11,4,SW,ORD,LAX,567,0,0,0,0,0
5,23,6,SW,ORD,DEN,594,2,0,0,4,0
3,11,7,DL,ATL,JFK,1305,9,0,0,0,0
12,27,6,AS,DEN,LAX,769,3,0,0,0,0
10,19,5,DL,DFW,LAX,106,10,0,0,0,0
12,21,3,DL,SEA,DFW,1940,3,0,0,0,0
7,8,6,AS,DFW,JFK,837,69,59,0,0,1
12,11,7,WN,DFW,DEN,1658,5,0,0,0,0
7,20,6,SW,ATL,SFO,447,22,0,0,15,1
12,2,5,WN,ATL,ORD,1192,4,0,0,0,0
8,6,4,UA,ATL,SEA,2117,0,0,0,0,0
12,17,1,DL,ORD,DEN,1693,59,0,58,0,1
8,3,3,UA,ORD,SEA,506,52,45,0,0,1
12,26,5,SW,ORD,DEN,2254,0,0,0,0,0
3,28,2,DL,ATL,DEN,1261,0,0,0,0,0
2,5,2,AA,DEN,ATL,1878,10,0,0,0,0
4,7,5,AS,JFK,DFW,1679,38,0,0,35,1
10,21,5,DL,ATL,ORD,607,30,22,4,0,1
6,3,1,AA,SEA,LAX,660,0,0,0,0,0
8,24,5,UA,ATL,LAX,1225,8,0,0,0,0
9,3,3,WN,ORD,ATL,1124,1,0,0,0,0
10,2,1,SW,LAX,DEN,1176,6,0,0,0,0
3,20,5,WN,JFK,DFW,736,1,0,0,0,0
1,4,1,WN,LAX,SEA,849,5,0,0,0,0
6,18,7,AS,DFW,ATL,824,24,0,0,19,1
1,4,6,UA,SFO,DFW,2330,53,0,22,21,1
8,26,1,AS,ORD,DEN,636,5,0,0,0,0
8,26,7,WN,ATL,JFK,2134,0,0,0,0,0
4,19,6,UA,SFO,ATL,611,48,0,48,0,1
10,20,4,DL,LAX,JFK,1262,23,0,0,26,1
8,8,3,WN,DEN,LAX,2150,1,0,4,0,0
8,17,1,WN,ORD,LAX,1393,5,0,0,0,0
3,25,7,AA,ORD,LAX,149,0,0,0,0,0
5,2,6,SW,LAX,DFW,1912,79,0,84,0,1
10,25,3,AS,DFW,ORD,821,9,0,0,0,0
11,4,3,DL,ORD,DFW,468,79,39,0,34,1
9,11,3,DL,DEN,SFO,1002,9,0,0,0,0
1,5,1,WN,ATL,LAX,1571,36,27,0,0,1
10,12,3,UA,DFW,SEA,2185,58,59,0,0,1
2,27,7,AS,JFK,ATL,1866,10,0,0,0,0
4,8,2,SW,DEN,ORD,1605,5,0,0,0,0
8,16,1,AA,JFK,ATL,1439,6,0,0,0,0
10,19,2,SW,LAX,DEN,438,9,0,0,0,0
7,19,4,DL,DFW,SFO,651,8,0,0,0,0
7,19,7,UA,DFW,LAX,319,0,0,0,0,0
10,20,4,UA,LAX,JFK,1823,13,0,0,6,0
6,16,6,AS,ATL,LAX,891,0,0,0,0,0
3,22,2,WN,DEN,DFW,1831,4,0,0,0,0
7,23,3,AA,ATL,SFO,2090,68,0,37,35,1
1,23,5,UA,LAX,JFK,1155,7,0,0,0,0
11,11,6,WN,SEA,DFW,1782,1,0,0,0,0
9,13,7,UA,SEA,LAX,1181,0,0,0,4,0
3,24,4,AS,SEA,LAX,346,8,0,0,0,0
10,6,4,SW,SEA,DEN,1843,0,0,0,0,0
10,16,7,AS,DFW,SEA,2055,0,0,0,0,0
1,19,4,AS,SFO,ATL,1972,70,0,67,0,1
8,17,1,SW,LAX,ORD,1935,4,0,0,0,0
10,2,3,SW,ATL,DEN,1859,8,0,0,0,0
6,26,3,UA,ORD,ATL,1245,30,0,0,30,1
10,2,6,UA,ATL,DFW,1985,70,32,35,0,1
5,28,3,AA,LAX,SFO,715,6,0,0,0,0
3,9,7,AS,DFW,DEN,740,0,0,0,0,0
3,20,7,DL,JFK,SEA,1691,0,0,0,0,0
4,19,6,UA,ATL,SEA,1082,31,0,21,0,1
5,16,6,SW,DFW,DEN,1597,90,0,55,28,1
11,11,5,AS,ATL,LAX,2176,3,0,0,0,0
6,9,3,AA,DEN,SEA,1602,1,0,0,0,0
9,11,6,AS,ORD,DFW,2243,4,0,0,6,0
11,15,3,DL,DEN,ORD,790,116,39,76,0,1
10,21,1,AS,LAX,ATL,532,0,0,0,0,0
2,23,2,UA,DEN,DFW,310,8,0,0,0,0
12,22,7,UA,DEN,LAX,303,45,0,49,0,1
5,27,3,DL,JFK,ATL,2014,10,0,0,0,0
2,5,5,WN,DFW,SFO,435,1,0,0,4,0
10,24,3,WN,ATL,DEN,609,7,0,4,0,0
3,23,3,WN,ATL,SFO,2009,0,0,0,0,0
9,8,1,WN,JFK,ATL,2323,4,0,0,0,0
7,2,6,AS,LAX,DFW,2189,4,0,0,0,0
11,7,2,SW,ATL,DEN,782,50,0,0,44,1
8,3,6,WN,DFW,LAX,146,10,0,0,0,0
7,3,7,SW,DEN,DFW,2187,0,0,0,0,0
1,11,1,UA,ATL,DEN,484,0,0,0,0,0
12,19,2,AA,ATL,SEA,579,122,0,79,44,1
1,6,6,AA,DEN,JFK,398,0,0,0,0,0
2,16,5,SW,DFW,ATL,830,7,0,0,0,0
6,4,6,SW,ORD,DFW,873,0,0,0,0,0
5,5,7,WN,ORD,SEA,1515,0,0,0,0,0
3,4,7,AS,SEA,JFK,646,40,31,0,5,1
7,23,7,WN,ORD,LAX,586,0,0,0,0,0
10,23,1,SW,ORD,SEA,2047,33,0,38,0,1
9,8,2,AA,LAX,SFO,1482,9,0,0,0,0
11,22,2,UA,ATL,ORD,461,10,0,0,0,0
8,6,2,AS,ATL,LAX,1491,9,0,0,0,0
1,4,6,AA,ORD,LAX,119,35,0,30,0,1
7,7,6,AS,SFO,LAX,451,59,0,52,0,1
4,3,4,SW,JFK,ATL,1785,7,0,0,0,0
6,5,4,AS,DFW,SEA,1468,40,0,0,44,1
5,5,1,WN,JFK,DFW,701,0,0,0,0,0
11,20,2,SW,DFW,ATL,1686,10,0,0,0,0
8,9,1,AS,SEA,SFO,1010,0,0,0,0,0
10,1,4,AA,ATL,DEN,2065,31,33,0,0,1
8,16,2,AA,ATL,SEA,1665,34,0,37,0,1
1,16,6,UA,ORD,SEA,1881,38,0,0,29,1
3,28,6,WN,ORD,JFK,1517,37,0,0,40,1
7,23,3,SW,ATL,DFW,1744,1,0,0,0,0
11,3,5,UA,ATL,SFO,1490,42,0,46,0,1
6,12,2,AS,LAX,SFO,838,10,0,0,0,0
12,25,5,AS,DFW,JFK,923,8,0,0,0,0
5,2,1,UA,SFO,DFW,1991,4,0,0,0,0
8,20,3,AS,LAX,ORD,1875,22,25,0,0,1
2,6,3,AA,ORD,DEN,616,4,0,0,0,0
7,22,5,DL,JFK,ORD,1720,0,0,0,0,0
1,28,7,DL,SFO,DFW,1404,9,0,0,0,0
8,10,5,DL,DEN,LAX,1064,0,0,0,0,0
3,12,3,WN,ORD,SFO,658,0,0,0,0,0
3,8,1,AA,SFO,DEN,518,0,0,0,0,0
11,11,3,DL,SFO,DFW,2211,8,0,0,1,0
8,25,2,WN,SFO,LAX,17,4,0,0,0,0
8,10,7,SW,ORD,JFK,2315,0,0,0,0,0
12,16,1,DL,LAX,DFW,101,0,0,0,0,0
6,2,5,AS,DFW,SFO,2156,0,0,0,0,0
2,18,7,WN,LAX,SFO,1615,0,0,0,0,0
11,12,4,DL,SEA,ORD,1581,9,0,0,0,0
9,3,2,AS,JFK,SFO,1702,8,0,0,0,0
12,14,2,SW,LAX,ORD,851,5,0,0,0,0
2,19,7,WN,LAX,ATL,1677,28,0,0,29,1
4,6,7,WN,DEN,SFO,2009,62,52,0,0,1
9,24,4,DL,ATL,JFK,10,10,0,0,0,0
2,21,6,UA,SEA,LAX,2014,27,0,0,17,1
2,20,6,UA,JFK,DEN,1786,0,0,0,0,0
6,17,6,SW,ATL,JFK,1063,39,0,40,0,1
6,6,1,UA,SFO,DFW,1458,19,18,0,0,1
11,6,7,AA,ORD,SFO,1321,4,0,0,0,0
5,22,6,AS,SFO,ATL,2188,37,0,0,33,1
6,25,4,WN,SFO,LAX,419,0,0,0,0,0
7,15,1,AA,ORD,ATL,1964,33,0,0,28,1
3,23,3,AA,LAX,ORD,527,30,0,29,0,1
3,3,4,AS,LAX,ATL,77,2,0,0,6,0
11,17,5,AA,JFK,ATL,1036,17,19,0,0,1
10,7,5,DL,ORD,SEA,1439,15,9,0,0,0
6,6,7,SW,DFW,SFO,2335,66,52,0,13,1
5,6,7,SW,ATL,SEA,404,10,0,0,0,0
6,23,5,DL,JFK,SFO,439,1,0,0,0,0
9,8,4,AA,SFO,ATL,1908,42,0,46,0,1
2,11,4,AA,SEA,ORD,1871,9,0,0,0,0
4,18,4,UA,SEA,LAX,285,6,0,0,0,0
3,1,6,WN,LAX,DEN,1794,32,0,0,25,1
12,19,1,AS,ORD,ATL,1489,7,0,0,0,0
2,8,7,WN,JFK,ORD,1118,6,0,0,0,0
8,22,5,WN,JFK,DEN,1142,41,0,0,31,1
4,21,2,AA,LAX,SEA,216,18,0,0,11,1
10,22,3,DL,DEN,SFO,394,10,0,0,0,0
8,7,3,AS,JFK,DFW,2067,0,0,0,0,0
1,14,1,WN,JFK,ORD,1541,26,0,22,0,1
12,6,4,WN,ORD,DFW,1593,96,0,86,0,1
8,18,7,DL,ATL,DEN,1078,6,0,0,0,0
5,11,1,AA,ATL,ORD,1500,45,0,0,40,1
7,4,4,UA,SFO,DFW,1438,12,15,0,0,0
12,3,7,UA,LAX,DFW,695,112,20,84,0,1
5,1,6,WN,ATL,DFW,1547,29,0,0,31,1
12,22,2,UA,JFK,DEN,1390,1,0,0,0,0
8,21,7,AA,DFW,ORD,1086,33,36,0,0,1
12,28,5,AA,SFO,ORD,275,6,0,0,0,0
2,21,7,UA,DEN,DFW,2211,9,0,0,0,0
11,25,5,DL,ATL,SEA,2114,9,0,0,0,0
5,21,5,SW,SEA,DEN,245,13,0,0,9,0
7,14,3,AA,DFW,JFK,1689,45,0,0,43,1
7,8,1,DL,DFW,ATL,1005,8,0,0,0,0
7,21,1,DL,ORD,DFW,558,50,50,0,0,1
11,28,1,AS,JFK,SEA,81,131,57,77,0,1
7,12,6,AS,LAX,DEN,575,0,0,0,0,0
9,22,7,SW,DEN,DFW,369,47,0,40,0,1
12,24,2,WN,DFW,LAX,437,3,0,0,0,0
10,2,4,SW,SFO,SEA,462,3,0,0,0,0
3,12,4,AS,SFO,JFK,1262,53,57,0,0,1
12,26,6,DL,DEN,SFO,1575,0,0,0,0,0
9,28,2,WN,SEA,ATL,1609,2,0,0,0,0
5,7,7,DL,JFK,SFO,1299,0,0,0,0,0
5,28,1,WN,JFK,SFO,1691,0,0,0,0,0
3,23,3,SW,LAX,DFW,1723,9,0,0,0,0
12,1,7,AA,ORD,SEA,1816,55,0,51,0,1
6,19,1,AA,ORD,LAX,2115,0,0,0,0,0
10,22,4,UA,JFK,DFW,546,4,0,0,0,0
4,3,4,UA,ORD,DEN,1545,0,0,0,0,0
9,21,5,AS,DFW,ATL,1894,33,0,0,25,1
10,9,2,AA,SFO,LAX,2323,9,0,0,0,0
11,16,1,DL,DFW,LAX,1090,14,0,0,13,0
5,24,6,DL,SEA,LAX,1673,42,0,33,0,1
4,12,5,AS,JFK,ATL,42,7,0,0,0,0
11,7,6,WN,SEA,SFO,1049,87,35,42,0,1
6,20,6,SW,ATL,LAX,1038,6,0,0,0,0
3,18,1,SW,ORD,DFW,695,0,0,0,0,0
2,11,6,SW,SEA,LAX,1066,19,0,16,0,1
12,12,4,UA,DEN,SFO,1080,30,0,0,31,1
9,28,6,AS,JFK,ATL,773,16,0,0,16,1
12,15,4,AA,JFK,ATL,1808,10,0,0,0,0
2,28,6,DL,LAX,DFW,383,3,0,0,0,0
10,22,5,DL,ATL,SFO,2337,10,0,0,0,0
11,4,3,AA,DEN,SEA,499,5,0,0,0,0
3,1,1,WN,JFK,DFW,1103,14,0,5,0,0
6,24,6,SW,ORD,LAX,199,0,0,0,0,0
9,20,4,AA,SEA,ORD,729,0,0,0,0,0
4,6,4,WN,DEN,SEA,631,4,0,0,0,0
11,20,2,UA,LAX,JFK,1505,10,0,0,0,0
5,19,5,WN,LAX,JFK,1730,8,0,0,0,0
2,2,5,UA,JFK,SFO,918,0,0,0,0,0
5,15,4,AA,JFK,ORD,608,2,0,0,0,0
9,14,3,SW,ATL,SFO,313,8,0,0,0,0
2,15,6,AS,DEN,ORD,1043,51,0,0,42,1
3,26,2,WN,ATL,LAX,1704,9,0,0,0,0
11,15,5,UA,SFO,JFK,766,75,0,77,0,1
7,18,1,AA,SEA,ATL,54,10,0,0,0,0
5,20,7,SW,SFO,SEA,1617,19,0,17,7,1
12,7,7,AA,DFW,DEN,594,1,0,0,0,0
2,10,7,WN,ORD,DEN,1728,19,10,0,0,1
8,16,1,WN,DFW,LAX,1207,0,0,0,0,0
11,28,6,WN,SEA,JFK,2030,4,0,0,0,0
1,16,4,WN,JFK,LAX,248,0,0,0,0,0
5,21,4,WN,LAX,DEN,1420,22,0,0,12,1
6,15,2,SW,DFW,SFO,1389,9,0,0,0,0
3,10,6,AS,SEA,DFW,1475,1,0,0,0,0
5,23,6,AA,JFK,LAX,709,36,0,0,26,1
5,8,2,SW,ATL,LAX,1469,28,0,0,32,1
2,11,4,AA,DFW,ATL,2301,6,0,0,0,0
1,25,5,UA,ORD,JFK,2111,15,0,6,0,0
8,27,7,AA,LAX,JFK,417,21,0,13,7,1
6,6,6,UA,JFK,SEA,2072,28,0,0,23,1
3,4,7,DL,JFK,DFW,26,0,0,0,0,0
2,9,3,AS,SEA,ORD,1005,2,0,0,0,0
3,26,4,WN,SEA,DFW,2114,4,0,0,9,0
12,26,5,AA,LAX,DFW,1289,7,0,0,0,0
1,22,6,DL,ATL,SEA,2129,4,0,0,0,0
12,24,3,UA,ATL,JFK,1145,34,0,0,25,1
11,7,5,SW,JFK,SFO,1414,1,0,0,0,0
5,3,1,SW,SFO,DFW,516,4,0,0,0,0
9,11,7,AS,ORD,ATL,114,4,0,0,0,0
12,14,5,AA,ATL,JFK,1527,39,0,0,41,1
8,10,5,AS,ATL,DEN,1388,2,0,0,0,0
6,10,3,AS,ORD,SEA,1546,1,0,0,0,0
6,15,1,DL,SEA,JFK,1687,25,3,0,13,1
2,12,6,SW,SEA,DEN,2289,10,0,0,0,0
11,14,4,AS,JFK,SFO,1707,25,0,16,0,1
3,23,5,SW,LAX,SEA,870,26,0,20,0,1
2,20,7,WN,LAX,ATL,1513,44,0,19,19,1
5,10,4,AA,ORD,LAX,1727,57,57,0,0,1
12,16,1,AA,SFO,ATL,183,5,0,0,0,0
7,16,7,AS,ORD,JFK,567,9,0,0,0,0
3,28,6,UA,LAX,JFK,1677,0,0,0,0,0
11,15,6,UA,LAX,JFK,678,4,0,0,0,0
9,21,1,AS,LAX,ORD,2219,82,0,72,0,1
9,1,1,AS,ORD,ATL,1126,9,0,0,0,0
2,26,5,SW,SFO,DFW,184,0,0,0,0,0
7,1,7,SW,SFO,DFW,1053,6,6,0,0,0
5,25,1,DL,DEN,DFW,693,24,20,0,0,1
7,4,3,DL,SEA,ORD,1056,14,0,0,12,0
10,19,2,WN,SEA,ATL,1103,38,29,0,1,1
11,8,1,UA,LAX,ORD,2272,69,0,72,0,1
11,17,2,DL,SFO,DEN,688,9,0,0,0,0
1,1,7,WN,DEN,SEA,685,62,59,0,0,1
11,13,3,AS,DFW,SFO,2090,0,0,0,0,0
5,3,4,AS,LAX,JFK,572,1,0,0,0,0
10,17,7,UA,SFO,SEA,1070,5,0,0,0,0
6,7,4,SW,SFO,ATL,547,60,0,60,0,1
7,18,6,AS,JFK,SEA,1608,0,0,0,0,0
9,1,7,AS,JFK,SFO,505,6,0,0,0,0
7,6,7,AS,ATL,LAX,1895,4,0,0,1,0
11,23,3,DL,LAX,JFK,1241,6,0,0,0,0
1,9,4,AS,DFW,ATL,803,27,0,0,17,1
3,18,2,AS,ORD,ATL,525,75,0,72,0,1
4,28,6,AA,DEN,SEA,2294,50,0,54,0,1
6,14,7,WN,DEN,ATL,2122,2,0,0,0,0
1,9,4,SW,JFK,ORD,21,0,0,0,0,0
12,8,6,WN,LAX,ORD,806,0,0,0,0,0
1,16,4,AA,SFO,JFK,1025,0,0,0,0,0
6,17,7,DL,LAX,JFK,1796,0,0,0,0,0
1,2,4,UA,LAX,JFK,522,59,51,0,0,1
2,4,6,AA,ATL,DFW,1562,0,0,0,0,0
8,13,4,WN,LAX,DFW,106,1,0,0,6,0
10,23,1,SW,DFW,SFO,516,9,0,0,0,0
3,8,2,AA,ATL,ORD,1276,6,0,0,0,0
5,19,5,DL,ORD,DEN,1264,0,0,0,0,0
1,8,5,SW,ATL,DEN,1408,0,0,0,0,0
6,7,6,WN,JFK,DEN,1356,4,0,0,0,0
7,11,2,AA,JFK,SEA,172,2,0,0,0,0
8,20,2,DL,JFK,SFO,1357,0,0,0,0,0
6,1,1,UA,ATL,SFO,471,6,0,0,0,0
1,1,2,DL,DEN,LAX,896,2,0,0,0,0
3,7,1,DL,DEN,ATL,85,81,0,83,0,1
6,7,3,WN,DFW,ORD,1525,8,0,0,0,0
12,3,1,DL,ORD,JFK,776,8,0,0,0,0
11,8,1,SW,DFW,JFK,2193,47,0,31,17,1
9,19,4,DL,LAX,JFK,1927,30,0,0,24,1
8,17,4,DL,SFO,SEA,1531,10,0,0,0,0
5,19,4,AS,ATL,ORD,899,1,0,0,0,0
5,14,4,SW,ORD,JFK,1532,16,0,10,0,1
4,19,1,WN,SFO,DFW,1847,5,0,0,0,0
5,13,1,DL,JFK,LAX,1087,29,0,0,32,1
5,8,1,AA,LAX,DFW,156,3,0,0,0,0
5,24,7,AS,DEN,LAX,564,3,0,0,0,0
1,25,3,UA,SFO,JFK,1654,0,0,0,0,0
8,21,5,DL,SEA,LAX,929,9,0,0,0,0
12,27,4,UA,LAX,DFW,769,9,0,0,0,0
8,28,5,AA,SFO,LAX,525,6,0,0,0,0
6,8,4,WN,SEA,JFK,2202,0,0,0,0,0
3,5,3,SW,SEA,DFW,836,60,0,49,6,1
10,15,6,UA,LAX,ORD,427,10,0,0,0,0
1,6,2,AA,SEA,ORD,843,9,0,0,3,0
9,1,2,UA,SEA,DFW,643,50,0,53,0,1
7,28,2,DL,DFW,ORD,1770,40,0,0,36,1
10,7,5,AS,JFK,ORD,826,11,9,0,0,0
9,11,5,WN,JFK,DFW,2359,14,5,0,0,0
6,23,7,AS,DEN,DFW,717,8,0,0,0,0
8,13,6,DL,LAX,DEN,178,4,0,0,0,0
11,3,6,AS,DFW,DEN,1684,0,0,0,0,0
2,17,7,UA,SEA,DFW,675,0,0,0,0,0
11,23,6,AS,JFK,DFW,1407,0,0,0,0,0
5,4,6,DL,SFO,SEA,1901,79,0,70,0,1
3,16,7,UA,ORD,LAX,73,25,0,0,25,1
2,22,7,AA,DEN,LAX,1804,44,0,0,43,1
8,23,1,AS,LAX,DEN,1262,25,0,0,24,1
4,12,2,DL,LAX,ATL,1727,39,0,0,42,1
4,4,7,AS,ORD,SEA,684,74,32,41,0,1
10,7,5,WN,SEA,ATL,951,30,0,0,25,1
1,13,2,WN,DFW,ATL,1140,21,0,0,13,1
5,25,5,WN,LAX,SEA,2196,3,0,0,0,0
2,20,3,AS,SEA,SFO,544,5,0,0,0,0
11,16,1,UA,ATL,SFO,1838,0,0,0,0,0
4,1,5,AA,DEN,LAX,1755,33,0,0,23,1
5,7,2,WN,DFW,SEA,155,9,0,0,0,0
12,11,2,UA,SFO,SEA,162,4,0,0,0,0
1,8,7,AS,SFO,ORD,992,87,0,85,0,1
10,28,4,SW,SFO,LAX,1811,70,0,62,12,1
11,5,2,DL,LAX,ORD,2248,0,0,0,0,0
7,24,4,UA,ORD,SEA,809,4,0,0,0,0
10,15,6,DL,DEN,JFK,1970,59,23,0,28,1
9,20,6,WN,ORD,JFK,1974,42,24,0,19,1
9,24,2,UA,SEA,DFW,1252,0,0,0,0,0
6,5,6,WN,DFW,LAX,776,65,55,0,0,1
7,14,4,AS,SFO,DFW,2005,0,0,0,2,0
7,19,2,DL,SEA,ORD,1427,0,0,0,0,0
11,13,4,AS,DFW,LAX,1956,47,52,0,0,1
12,22,6,DL,DEN,SFO,1865,31,0,31,0,1
1,4,7,AA,SEA,DFW,329,8,0,0,0,0
5,23,3,SW,SEA,DEN,1261,0,0,0,0,0
2,21,5,UA,ORD,DFW,858,0,0,0,0,0
8,1,1,AA,SEA,DEN,1707,23,0,0,23,1
12,5,2,WN,ORD,SFO,451,3,0,0,3,0
4,9,7,WN,JFK,SFO,447,7,0,0,0,0
2,9,1,UA,ATL,SFO,961,6,0,0,3,0
1,22,5,AA,LAX,ORD,2139,3,0,0,0,0
8,16,7,UA,SEA,ORD,1518,2,0,0,0,0
6,22,4,WN,ATL,DFW,1352,88,0,89,0,1
1,20,1,SW,DEN,SEA,1018,10,0,0,0,0
9,14,6,DL,ATL,SEA,1319,28,23,0,0,1
11,15,2,SW,JFK,DFW,333,10,0,0,0,0
11,28,6,AA,SEA,ORD,799,0,0,0,0,0
3,16,7,AA,DEN,JFK,2247,0,0,0,0,0
8,22,5,DL,DFW,LAX,698,22,0,0,27,1
3,11,4,UA,DFW,SEA,1055,0,0,0,0,0
9,21,6,WN,LAX,JFK,1363,0,0,0,0,0
11,11,4,AS,SEA,SFO,2301,3,0,0,0,0
2,10,1,AA,LAX,DFW,770,74,0,47,20,1
10,24,1,UA,ATL,SFO,2193,6,0,0,0,0
11,26,2,SW,DFW,ATL,1619,74,54,0,18,1
8,22,4,DL,DEN,LAX,140,0,0,0,0,0
5,28,6,SW,JFK,SFO,883,5,0,0,0,0
3,27,6,DL,DFW,SEA,215,7,0,0,0,0
5,27,6,DL,ATL,SFO,1606,7,0,0,0,0
7,3,5,AS,DEN,ORD,799,16,0,0,20,1
12,10,4,AS,ORD,SFO,563,1,0,0,0,0
4,26,6,DL,ATL,DFW,2357,7,0,0,0,0
7,22,7,DL,ATL,LAX,1456,37,0,0,32,1
10,14,2,AS,SEA,LAX,139,0,0,0,0,0
11,24,4,AS,LAX,JFK,1899,9,0,0,0,0
6,1,1,AA,LAX,ATL,2003,10,0,0,0,0
5,23,6,AA,ORD,DEN,1983,0,0,0,0,0
2,11,1,AS,ORD,DEN,80,10,0,0,0,0
2,17,7,SW,LAX,JFK,849,38,0,0,38,1
1,18,4,UA,LAX,ATL,527,12,0,0,16,0
2,4,5,UA,SFO,DEN,702,15,0,0,19,0
9,26,3,AS,JFK,LAX,2008,6,0,0,0,0
10,18,5,DL,LAX,SEA,183,1,0,0,0,0
3,20,5,DL,SFO,ORD,526,3,0,0,0,0
7,21,2,WN,JFK,ATL,1041,10,0,0,13,0
11,24,3,AS,DFW,SEA,1524,0,0,0,0,0
7,27,2,UA,SEA,DFW,106,0,0,0,0,0
11,18,4,AA,SFO,SEA,364,2,0,0,0,0
5,1,1,WN,DFW,DEN,430,71,0,67,0,1
10,27,7,WN,LAX,SFO,1429,0,0,0,0,0
1,6,3,WN,ORD,DFW,2177,0,0,0,0,0
5,1,6,SW,ORD,SEA,517,6,0,0,0,0
12,25,2,AS,SEA,SFO,1875,4,0,0,0,0
5,14,5,AS,DFW,ORD,356,0,0,0,0,0
11,3,1,AS,DFW,ATL,676,46,0,36,0,1
1,14,6,SW,ORD,DEN,2039,0,0,0,0,0
7,1,5,DL,ATL,SEA,1740,0,0,0,0,0
10,15,2,AS,DFW,LAX,307,53,0,45,0,1
8,13,2,UA,LAX,DFW,1023,4,0,0,0,0
5,16,3,UA,DFW,ATL,2329,0,0,0,0,0
8,20,7,WN,ATL,DFW,24,0,0,0,0,0
6,24,2,WN,SFO,ATL,415,0,0,0,0,0
7,4,4,AA,ORD,JFK,1024,8,0,0,0,0
3,18,7,UA,LAX,DEN,1799,6,0,0,0,0
12,7,1,DL,DEN,ATL,547,0,0,0,0,0
11,7,4,AS,DEN,ATL,1724,0,0,0,0,0
6,25,7,WN,SEA,LAX,449,17,0,0,22,1
11,8,1,AS,SFO,DFW,32,8,0,0,0,0
4,20,2,AS,ORD,LAX,1151,2,0,0,0,0
11,27,4,DL,JFK,SFO,422,36,0,0,37,1
4,4,2,WN,ATL,DFW,787,0,0,0,0,0
